date,hospital_id,ward_code,wait_per_triage,age,bed_impact_score,arrival_source_ambulance,arrival_source_referral,arrival_source_self,arrival_source_transfer,outcome_death,outcome_discharged,outcome_readmit_30d,outcome_transferred,sex_F,sex_M,base_beds,effective_capacity,admissions,staffing_index,discharge_rate_per_bed,occupancy_lag1,occupancy_lag7,overflow_lag1,overflow_lag7,discharges_lag1,discharges_lag7,admission_rate_per_bed_lag1,admission_rate_per_bed_lag7,avg_wait_minutes_lag1,avg_wait_minutes_lag7,occupancy_rate_lag1,occupancy_rate_lag7
2024-06-01,5,MED,75.0,58.25,,1,1,5,1,0,6,2,0,2,6,50,58,37,0.919,0.42,58.0,58.0,19.0,14.0,26.0,22.0,0.74,0.56,175.0,197.0,1.0,1.0
2024-06-01,5,SURG,75.0,48.125,,0,1,5,2,0,8,0,0,6,2,40,46,17,0.927,0.4,44.0,37.0,4.0,0.0,15.0,16.0,0.325,0.4,101.0,73.0,0.957,0.925
2024-06-02,1,ED,45.43333333333334,51.333333333333336,0.0,1,2,9,0,0,11,0,1,9,3,30,34,45,0.932,1.1,34.0,34.0,25.0,36.0,32.0,31.0,1.767,2.1,217.0,280.0,1.0,1.0
2024-06-02,1,ICU,75.0,53.2,,1,1,3,0,0,5,0,0,1,4,20,23,5,0.914,0.25,23.0,23.0,5.0,11.0,3.0,5.0,0.25,0.65,151.0,185.0,1.0,1.0
2024-06-02,1,MED,75.0,53.5,,2,0,6,0,0,8,0,0,2,6,50,58,18,0.987,0.42,58.0,58.0,9.0,17.0,20.0,19.0,0.42,0.56,154.0,209.0,1.0,1.0
2024-06-02,1,SURG,75.0,52.875,,1,1,6,0,0,8,0,0,2,6,40,46,22,0.977,0.4,41.0,40.0,1.0,0.0,18.0,16.0,0.325,0.25,135.0,56.0,0.891,1.0
2024-06-02,2,ED,66.35416666666667,49.333333333333336,0.0,2,0,10,0,0,11,0,1,9,3,30,34,52,0.901,0.933,34.0,34.0,19.0,29.0,33.0,30.0,1.6,1.833,235.0,254.0,1.0,1.0
2024-06-02,2,ICU,75.0,57.5,,3,2,3,0,0,8,0,0,2,6,20,23,8,0.945,0.25,23.0,23.0,4.0,5.0,7.0,3.0,0.4,0.35,83.0,151.0,1.0,1.0
2024-06-02,2,MED,75.0,66.125,,2,2,4,0,0,8,0,0,5,3,50,58,35,0.934,0.3,58.0,58.0,12.0,26.0,23.0,19.0,0.54,0.74,175.0,223.0,1.0,1.0
2024-06-02,2,SURG,75.0,52.625,,1,0,7,0,0,7,1,0,3,5,40,46,13,0.96,0.35,46.0,46.0,9.0,11.0,18.0,12.0,0.525,0.6,203.0,175.0,1.0,1.0
2024-06-02,3,ED,74.33333333333333,59.583333333333336,0.0,4,1,7,0,0,10,0,2,9,3,30,34,38,0.929,1.033,34.0,34.0,9.0,32.0,33.0,29.0,1.267,1.9,196.0,260.0,1.0,1.0
2024-06-02,3,ICU,75.0,48.5,,3,0,4,1,0,8,0,0,4,4,20,23,10,0.928,0.15,23.0,23.0,6.0,9.0,3.0,7.0,0.3,0.65,188.0,240.0,1.0,1.0
2024-06-02,3,MED,75.0,49.625,,2,1,5,0,0,8,0,0,4,4,50,58,22,0.944,0.38,57.0,58.0,7.0,27.0,19.0,22.0,0.36,0.82,122.0,204.0,0.983,1.0
2024-06-02,3,SURG,75.0,50.375,,2,1,4,1,0,8,0,0,4,4,40,46,25,0.918,0.45,43.0,41.0,3.0,1.0,20.0,21.0,0.425,0.4,133.0,192.0,0.935,0.891
2024-06-02,4,ED,59.675000000000004,58.416666666666664,0.0,2,3,7,0,0,12,0,0,7,5,30,34,59,0.947,1.067,34.0,34.0,23.0,35.0,28.0,32.0,1.567,2.1,244.0,268.0,1.0,1.0
2024-06-02,4,ICU,75.0,53.125,,0,0,7,1,0,8,0,0,3,5,20,23,11,0.9,0.0,23.0,23.0,4.0,3.0,6.0,7.0,0.35,0.35,151.0,118.0,1.0,1.0
2024-06-02,4,MED,75.0,55.375,,2,2,3,1,0,6,2,0,2,6,50,58,29,0.974,0.4,58.0,58.0,20.0,21.0,22.0,25.0,0.68,0.76,106.0,175.0,1.0,1.0
2024-06-02,4,SURG,75.0,53.75,,2,1,5,0,0,8,0,0,6,2,40,46,15,0.949,0.5,46.0,46.0,6.0,7.0,15.0,17.0,0.375,0.525,196.0,151.0,1.0,1.0
2024-06-02,5,ED,67.94166666666666,46.5,0.0,1,2,8,1,0,11,0,1,6,6,30,34,53,0.942,0.967,34.0,34.0,23.0,32.0,32.0,34.0,1.7,2.067,251.0,247.0,1.0,1.0
2024-06-02,5,ICU,75.0,48.8,,1,0,4,0,0,5,0,0,4,1,20,23,5,0.934,0.3,23.0,23.0,8.0,8.0,3.0,5.0,0.4,0.5,144.0,182.0,1.0,1.0
2024-06-02,5,MED,75.0,48.25,,2,2,3,1,0,7,1,0,3,5,50,58,32,0.958,0.38,58.0,58.0,24.0,20.0,21.0,27.0,0.74,0.78,164.0,159.0,1.0,1.0
2024-06-02,5,SURG,75.0,56.875,,1,2,5,0,0,5,3,0,3,5,40,46,27,0.897,0.625,45.0,30.0,5.0,0.0,16.0,14.0,0.425,0.175,166.0,21.0,0.978,0.75
2024-06-03,1,ED,73.33333333333333,59.75,0.0,3,2,6,1,0,10,0,2,6,6,30,34,69,0.993,1.067,34.0,34.0,16.0,31.0,33.0,32.0,1.5,1.967,178.0,208.0,1.0,1.0
2024-06-03,1,ICU,75.0,42.4,,1,2,2,0,0,5,0,0,2,3,20,23,5,1.058,0.05,23.0,23.0,3.0,8.0,5.0,7.0,0.25,0.6,151.0,157.0,1.0,1.0
2024-06-03,1,MED,75.0,50.5,,0,1,7,0,0,8,0,0,3,5,50,58,40,0.976,0.38,55.0,58.0,5.0,24.0,21.0,29.0,0.36,0.9,120.0,209.0,0.948,1.0
2024-06-03,1,SURG,75.0,58.625,,2,1,5,0,0,7,1,0,3,5,40,46,21,0.979,0.3,46.0,46.0,7.0,9.0,16.0,22.0,0.55,0.775,133.0,170.0,1.0,1.0
2024-06-03,2,ED,79.72222222222221,59.083333333333336,0.0,1,1,9,1,0,11,0,1,3,9,30,34,52,1.007,0.867,34.0,34.0,28.0,44.0,28.0,28.0,1.733,2.267,246.0,343.0,1.0,1.0
2024-06-03,2,ICU,75.0,44.875,,3,1,4,0,0,8,0,0,5,3,20,23,11,0.968,0.15,23.0,23.0,6.0,5.0,5.0,8.0,0.4,0.5,127.0,189.0,1.0,1.0
2024-06-03,2,MED,75.0,53.5,,2,0,5,1,0,8,0,0,4,4,50,58,35,0.994,0.3,58.0,58.0,28.0,21.0,15.0,16.0,0.7,0.58,178.0,115.0,1.0,1.0
2024-06-03,2,SURG,75.0,62.125,,1,2,5,0,0,8,0,0,5,3,40,46,15,0.998,0.475,45.0,46.0,5.0,6.0,14.0,23.0,0.325,0.575,168.0,163.0,0.978,1.0
2024-06-03,3,ED,64.96388888888889,43.5,0.0,2,2,6,2,0,12,0,0,5,7,30,34,47,0.983,0.933,34.0,34.0,11.0,24.0,31.0,33.0,1.267,1.767,166.0,156.0,1.0,1.0
2024-06-03,3,ICU,75.0,50.714285714285715,,2,0,5,0,0,7,0,0,4,3,20,23,7,0.993,0.3,23.0,23.0,10.0,11.0,3.0,2.0,0.5,0.5,156.0,163.0,1.0,1.0
2024-06-03,3,MED,75.0,62.25,,2,1,5,0,0,7,1,0,4,4,50,58,32,1.06,0.5,58.0,58.0,10.0,27.0,19.0,25.0,0.44,0.88,73.0,262.0,1.0,1.0
2024-06-03,3,SURG,75.0,54.25,,2,0,6,0,0,6,2,0,3,5,40,46,31,0.946,0.475,46.0,46.0,10.0,9.0,18.0,13.0,0.625,0.525,171.0,150.0,1.0,1.0
2024-06-03,4,ED,76.78888888888889,59.0,0.0,3,2,7,0,0,12,0,0,6,6,30,34,51,1.037,1.067,34.0,33.0,31.0,3.0,32.0,32.0,1.967,1.033,212.0,139.0,1.0,0.971
2024-06-03,4,ICU,75.0,62.285714285714285,,1,1,5,0,1,6,0,0,6,1,20,23,7,1.009,0.25,23.0,23.0,14.0,10.0,0.0,5.0,0.55,0.6,223.0,199.0,1.0,1.0
2024-06-03,4,MED,75.0,57.875,,2,0,5,1,0,7,1,0,5,3,50,58,40,1.039,0.32,58.0,58.0,17.0,22.0,20.0,18.0,0.58,0.64,166.0,134.0,1.0,1.0
2024-06-03,4,SURG,75.0,48.375,,2,3,3,0,0,8,0,0,1,7,40,46,22,0.994,0.325,41.0,46.0,1.0,15.0,20.0,19.0,0.375,0.7,91.0,169.0,0.891,1.0
2024-06-03,5,ED,42.0,49.916666666666664,0.0,2,3,5,2,0,10,0,2,5,7,30,34,45,1.017,1.033,34.0,34.0,28.0,27.0,29.0,31.0,1.767,1.8,279.0,162.0,1.0,1.0
2024-06-03,5,ICU,75.0,69.125,,3,0,5,0,0,8,0,0,3,5,20,23,8,0.981,0.2,22.0,23.0,2.0,3.0,6.0,11.0,0.25,0.55,161.0,135.0,0.957,1.0
2024-06-03,5,MED,75.0,60.5,,1,0,6,1,0,8,0,0,1,7,50,58,28,0.974,0.36,58.0,58.0,21.0,19.0,19.0,25.0,0.64,0.72,154.0,174.0,1.0,1.0
2024-06-03,5,SURG,75.0,44.75,,1,0,6,1,0,8,0,0,1,7,40,46,19,1.019,0.4,46.0,33.0,7.0,0.0,25.0,17.0,0.675,0.5,207.0,31.0,1.0,0.825
2024-06-04,1,ED,86.07777777777778,59.5,0.0,1,1,10,0,0,10,0,2,5,7,30,34,50,0.985,1.067,34.0,34.0,41.0,29.0,32.0,30.0,2.3,1.833,226.0,209.0,1.0,1.0
2024-06-04,1,ICU,75.0,57.75,,2,1,5,0,0,8,0,0,2,6,20,23,10,1.008,0.2,23.0,23.0,7.0,9.0,1.0,2.0,0.25,0.4,159.0,124.0,1.0,1.0
2024-06-04,1,MED,75.0,45.0,,2,1,4,1,0,7,1,0,4,4,50,58,28,0.992,0.32,58.0,58.0,26.0,16.0,19.0,25.0,0.8,0.66,252.0,177.0,1.0,1.0
2024-06-04,1,SURG,75.0,62.375,,2,2,4,0,0,8,0,0,3,5,40,46,20,0.977,0.475,46.0,46.0,15.0,8.0,12.0,24.0,0.525,0.65,129.0,132.0,1.0,1.0
2024-06-04,2,ED,101.7,56.25,0.0,5,1,4,2,0,12,0,0,7,5,30,34,55,1.019,0.933,34.0,34.0,30.0,18.0,26.0,32.0,1.733,1.533,211.0,214.0,1.0,1.0
2024-06-04,2,ICU,75.0,47.833333333333336,,1,1,3,1,0,6,0,0,4,2,20,23,6,0.983,0.2,23.0,23.0,11.0,5.0,3.0,5.0,0.55,0.35,197.0,128.0,1.0,1.0
2024-06-04,2,MED,75.0,59.75,,0,2,5,1,0,8,0,0,3,5,50,58,37,0.963,0.44,58.0,58.0,28.0,27.0,15.0,23.0,0.7,0.84,171.0,152.0,1.0,1.0
2024-06-04,2,SURG,75.0,52.25,,1,2,5,0,0,7,1,0,4,4,40,40,18,0.994,0.475,41.0,46.0,1.0,7.0,19.0,18.0,0.375,0.475,108.0,148.0,0.891,1.0
2024-06-04,3,ED,46.23333333333333,57.916666666666664,0.0,3,2,6,1,0,12,0,0,5,7,30,34,45,0.965,1.1,34.0,34.0,23.0,8.0,28.0,34.0,1.567,1.267,216.0,159.0,1.0,1.0
2024-06-04,3,ICU,75.0,59.125,,1,1,6,0,0,8,0,0,4,4,20,23,8,1.031,0.25,23.0,23.0,4.0,6.0,6.0,3.0,0.35,0.3,95.0,211.0,1.0,1.0
2024-06-04,3,MED,75.0,70.625,,1,1,6,0,0,7,1,0,3,5,50,58,35,1.009,0.32,58.0,58.0,15.0,19.0,25.0,18.0,0.64,0.58,137.0,221.0,1.0,1.0
2024-06-04,3,SURG,75.0,49.25,,0,2,6,0,0,8,0,0,5,3,40,46,16,1.039,0.475,46.0,46.0,18.0,15.0,19.0,17.0,0.775,0.65,167.0,162.0,1.0,1.0
2024-06-04,4,ED,99.76666666666667,56.083333333333336,0.0,2,3,6,1,0,11,0,1,5,7,30,34,59,1.022,0.967,34.0,34.0,23.0,16.0,32.0,33.0,1.7,1.533,168.0,161.0,1.0,1.0
2024-06-04,4,ICU,75.0,61.333333333333336,,1,0,1,1,0,3,0,0,1,2,20,23,3,0.99,0.2,23.0,23.0,5.0,11.0,5.0,2.0,0.35,0.5,135.0,172.0,1.0,1.0
2024-06-04,4,MED,75.0,57.625,,2,0,5,1,0,6,2,0,7,1,50,58,33,1.001,0.48,58.0,58.0,32.0,23.0,16.0,22.0,0.8,0.74,186.0,140.0,1.0,1.0
2024-06-04,4,SURG,75.0,57.5,,3,2,3,0,0,7,1,0,2,6,40,40,12,0.963,0.45,46.0,46.0,10.0,8.0,13.0,21.0,0.55,0.575,133.0,174.0,1.0,1.0
2024-06-04,5,ED,78.10833333333333,46.416666666666664,0.0,0,0,9,3,0,11,0,1,7,5,30,34,57,1.037,0.967,34.0,34.0,18.0,33.0,31.0,29.0,1.5,1.933,167.0,214.0,1.0,1.0
2024-06-04,5,ICU,75.0,54.125,,1,0,7,0,0,8,0,0,3,5,20,23,9,0.984,0.25,23.0,23.0,6.0,6.0,4.0,5.0,0.4,0.4,126.0,188.0,1.0,1.0
2024-06-04,5,MED,75.0,47.75,,0,0,8,0,0,8,0,0,5,3,50,58,34,1.018,0.38,58.0,58.0,18.0,26.0,18.0,26.0,0.56,0.88,168.0,201.0,1.0,1.0
2024-06-04,5,SURG,75.0,55.75,,4,1,3,0,0,7,1,0,3,5,40,46,19,1.016,0.45,46.0,39.0,9.0,0.0,16.0,12.0,0.475,0.45,190.0,71.0,1.0,0.975
2024-06-05,1,ED,35.13888888888889,59.416666666666664,0.0,2,1,9,0,0,12,0,0,7,5,30,34,49,1.027,1.067,34.0,34.0,22.0,21.0,32.0,33.0,1.667,1.667,208.0,209.0,1.0,1.0
2024-06-05,1,ICU,75.0,47.5,,2,0,4,2,0,8,0,0,2,6,20,23,10,0.988,0.35,23.0,23.0,9.0,8.0,4.0,5.0,0.5,0.5,176.0,145.0,1.0,1.0
2024-06-05,1,MED,75.0,63.0,,2,0,6,0,0,7,1,0,6,2,50,58,36,0.983,0.5,58.0,55.0,20.0,5.0,16.0,28.0,0.56,0.5,153.0,137.0,1.0,0.948
2024-06-05,1,SURG,75.0,43.375,,2,0,5,1,0,8,0,0,3,5,40,46,18,0.978,0.275,46.0,46.0,7.0,20.0,19.0,18.0,0.5,0.8,143.0,106.0,1.0,1.0
2024-06-05,2,ED,79.8611111111111,55.333333333333336,0.0,0,1,11,0,0,11,0,1,7,5,30,34,67,1.004,0.933,34.0,34.0,31.0,32.0,28.0,31.0,1.833,1.967,203.0,232.0,1.0,1.0
2024-06-05,2,ICU,75.0,61.125,,0,2,6,0,0,8,0,0,5,3,20,23,12,1.042,0.4,23.0,23.0,5.0,11.0,4.0,5.0,0.3,0.65,131.0,161.0,1.0,1.0
2024-06-05,2,MED,75.0,64.5,,1,2,5,0,0,7,1,0,5,3,50,58,38,1.001,0.28,58.0,58.0,23.0,31.0,22.0,11.0,0.74,0.68,156.0,163.0,1.0,1.0
2024-06-05,2,SURG,75.0,63.25,,2,1,4,1,0,8,0,0,5,3,40,46,21,1.079,0.35,40.0,46.0,0.0,9.0,19.0,18.0,0.45,0.525,91.0,190.0,1.0,1.0
2024-06-05,3,ED,86.03333333333335,50.5,0.0,3,1,7,1,0,11,0,1,4,8,30,34,58,1.038,1.133,34.0,34.0,16.0,31.0,33.0,32.0,1.5,1.967,181.0,225.0,1.0,1.0
2024-06-05,3,ICU,75.0,56.625,,2,1,5,0,1,7,0,0,2,6,20,23,11,1.0,0.15,23.0,23.0,6.0,6.0,5.0,5.0,0.4,0.4,140.0,130.0,1.0,1.0
2024-06-05,3,MED,75.0,60.0,,2,3,3,0,0,8,0,0,4,4,50,58,41,0.987,0.3,58.0,58.0,27.0,34.0,16.0,21.0,0.7,0.94,200.0,237.0,1.0,1.0
2024-06-05,3,SURG,75.0,51.0,,0,2,6,0,0,8,0,0,6,2,40,46,19,0.984,0.4,43.0,46.0,3.0,15.0,19.0,15.0,0.4,0.6,78.0,188.0,0.935,1.0
2024-06-05,4,ED,74.89444444444445,59.5,0.0,4,1,5,2,0,11,0,1,5,7,30,34,72,1.011,1.1,34.0,34.0,34.0,23.0,29.0,32.0,1.967,1.7,307.0,238.0,1.0,1.0
2024-06-05,4,ICU,75.0,40.833333333333336,,1,0,5,0,0,6,0,0,3,3,20,20,6,0.987,0.45,22.0,23.0,2.0,12.0,4.0,3.0,0.15,0.6,128.0,229.0,0.957,1.0
2024-06-05,4,MED,75.0,58.75,,2,2,3,1,0,8,0,0,5,3,50,58,19,1.007,0.5,58.0,58.0,17.0,20.0,24.0,20.0,0.66,0.64,196.0,162.0,1.0,1.0
2024-06-05,4,SURG,75.0,51.5,,0,1,7,0,0,6,2,0,4,4,40,46,22,0.995,0.35,40.0,46.0,0.0,8.0,18.0,21.0,0.3,0.575,68.0,184.0,1.0,1.0
2024-06-05,5,ED,110.125,57.833333333333336,0.0,2,3,6,1,0,11,0,1,5,7,30,34,49,1.032,1.0,34.0,34.0,32.0,24.0,29.0,28.0,1.9,1.6,209.0,237.0,1.0,1.0
2024-06-05,5,ICU,75.0,56.375,,1,2,4,1,1,7,0,0,4,4,20,23,9,1.021,0.35,23.0,23.0,7.0,6.0,5.0,7.0,0.45,0.5,180.0,137.0,1.0,1.0
2024-06-05,5,MED,75.0,57.125,,2,1,3,2,0,8,0,0,5,3,50,58,25,0.987,0.36,58.0,58.0,23.0,12.0,19.0,24.0,0.68,0.56,173.0,156.0,1.0,1.0
2024-06-05,5,SURG,75.0,54.125,,2,0,6,0,0,8,0,0,5,3,40,46,24,1.007,0.325,46.0,46.0,7.0,6.0,18.0,10.0,0.475,0.425,122.0,123.0,1.0,1.0
2024-06-06,1,ED,73.38333333333333,46.666666666666664,0.0,4,3,5,0,0,11,0,1,6,6,30,34,62,1.042,1.1,34.0,34.0,21.0,21.0,32.0,33.0,1.633,1.667,185.0,222.0,1.0,1.0
2024-06-06,1,ICU,75.0,57.285714285714285,,0,0,7,0,0,7,0,0,6,1,20,23,7,1.006,0.25,23.0,23.0,6.0,9.0,7.0,3.0,0.5,0.45,161.0,194.0,1.0,1.0
2024-06-06,1,MED,75.0,60.625,,2,0,6,0,0,8,0,0,3,5,50,58,23,0.972,0.28,58.0,58.0,19.0,12.0,25.0,28.0,0.72,0.7,122.0,142.0,1.0,1.0
2024-06-06,1,SURG,75.0,46.25,,1,2,3,2,0,8,0,0,3,5,40,46,20,1.036,0.45,46.0,46.0,13.0,16.0,11.0,17.0,0.45,0.675,183.0,171.0,1.0,1.0
2024-06-06,2,ED,49.166666666666664,52.0,0.0,0,1,11,0,0,12,0,0,7,5,30,34,53,1.034,1.1,34.0,34.0,43.0,38.0,28.0,32.0,2.233,2.2,312.0,264.0,1.0,1.0
2024-06-06,2,ICU,75.0,64.75,,0,1,7,0,1,7,0,0,4,4,20,23,10,0.971,0.15,23.0,23.0,7.0,3.0,8.0,7.0,0.6,0.35,185.0,149.0,1.0,1.0
2024-06-06,2,MED,75.0,52.625,,3,1,3,1,0,8,0,0,4,4,50,58,36,1.008,0.38,58.0,58.0,32.0,21.0,14.0,22.0,0.76,0.7,202.0,158.0,1.0,1.0
2024-06-06,2,SURG,75.0,51.875,,1,3,4,0,0,7,1,0,3,5,40,46,21,1.038,0.45,46.0,46.0,7.0,10.0,14.0,19.0,0.525,0.575,126.0,147.0,1.0,1.0
2024-06-06,3,ED,64.39999999999999,53.666666666666664,0.0,3,2,6,1,0,10,0,2,8,4,30,34,47,0.974,1.133,34.0,34.0,28.0,23.0,34.0,28.0,1.933,1.567,205.0,274.0,1.0,1.0
2024-06-06,3,ICU,75.0,57.25,,2,1,1,0,0,4,0,0,3,1,20,20,4,1.07,0.35,23.0,23.0,11.0,9.0,3.0,4.0,0.55,0.5,201.0,142.0,1.0,1.0
2024-06-06,3,MED,75.0,63.125,,1,1,6,0,0,8,0,0,5,3,50,58,35,1.031,0.4,58.0,58.0,34.0,31.0,15.0,15.0,0.82,0.76,171.0,115.0,1.0,1.0
2024-06-06,3,SURG,75.0,58.5,,2,0,5,1,0,8,0,0,3,5,40,46,22,1.029,0.4,46.0,46.0,6.0,15.0,16.0,24.0,0.475,0.825,109.0,214.0,1.0,1.0
2024-06-06,4,ED,43.03888888888889,55.333333333333336,0.0,0,1,11,0,0,12,0,0,6,6,30,34,46,1.033,0.967,34.0,34.0,43.0,23.0,33.0,32.0,2.4,1.7,250.0,300.0,1.0,1.0
2024-06-06,4,ICU,75.0,58.25,,1,2,4,1,0,8,0,0,3,5,20,23,9,0.993,0.3,19.0,23.0,0.0,14.0,9.0,4.0,0.3,0.75,67.0,210.0,0.95,1.0
2024-06-06,4,MED,75.0,61.875,,3,1,4,0,0,6,2,0,4,4,50,58,31,0.996,0.34,52.0,58.0,2.0,18.0,25.0,28.0,0.38,0.76,126.0,208.0,0.897,1.0
2024-06-06,4,SURG,75.0,63.75,,2,0,6,0,0,7,1,0,3,5,40,46,22,0.989,0.475,46.0,45.0,8.0,5.0,14.0,15.0,0.55,0.35,164.0,113.0,1.0,0.978
2024-06-06,5,ED,67.58194444444445,51.166666666666664,0.0,2,1,6,3,0,12,0,0,7,5,30,34,48,0.915,1.033,34.0,34.0,23.0,27.0,30.0,31.0,1.633,1.8,246.0,179.0,1.0,1.0
2024-06-06,5,ICU,75.0,57.375,,2,0,6,0,0,8,0,0,5,3,20,23,14,0.982,0.45,23.0,23.0,5.0,12.0,7.0,6.0,0.45,0.75,120.0,228.0,1.0,1.0
2024-06-06,5,MED,75.0,66.625,,0,2,6,0,0,8,0,0,6,2,50,58,29,0.992,0.48,58.0,58.0,15.0,9.0,18.0,25.0,0.5,0.52,163.0,170.0,1.0,1.0
2024-06-06,5,SURG,75.0,65.75,,1,1,4,2,0,7,1,0,3,5,40,40,8,1.027,0.425,46.0,46.0,17.0,10.0,13.0,17.0,0.6,0.525,174.0,110.0,1.0,1.0
2024-06-07,1,ED,74.32222222222222,60.0,0.0,4,5,2,1,0,11,0,1,5,7,30,34,41,0.996,1.067,34.0,34.0,33.0,19.0,33.0,32.0,2.067,1.567,243.0,203.0,1.0,1.0
2024-06-07,1,ICU,75.0,51.625,,1,0,7,0,0,8,0,0,3,5,20,23,11,0.981,0.35,23.0,23.0,5.0,3.0,5.0,7.0,0.35,0.35,140.0,98.0,1.0,1.0
2024-06-07,1,MED,75.0,70.625,,2,1,5,0,0,8,0,0,3,5,50,58,25,0.963,0.54,58.0,58.0,17.0,40.0,14.0,17.0,0.46,0.98,165.0,228.0,1.0,1.0
2024-06-07,1,SURG,75.0,60.625,,2,1,5,0,0,8,0,0,2,6,40,46,19,0.989,0.575,46.0,46.0,8.0,11.0,18.0,15.0,0.5,0.5,138.0,159.0,1.0,1.0
2024-06-07,2,ED,107.66666666666667,48.916666666666664,0.0,3,1,8,0,0,12,0,0,5,7,30,34,50,0.995,1.0,34.0,34.0,24.0,11.0,33.0,33.0,1.767,1.333,157.0,169.0,1.0,1.0
2024-06-07,2,ICU,75.0,56.375,,2,2,3,1,0,8,0,0,5,3,20,23,14,0.928,0.4,23.0,23.0,10.0,10.0,3.0,5.0,0.5,0.6,198.0,206.0,1.0,1.0
2024-06-07,2,MED,75.0,49.25,,3,2,3,0,0,7,1,0,6,2,50,58,32,0.928,0.38,58.0,58.0,25.0,24.0,19.0,20.0,0.72,0.72,154.0,120.0,1.0,1.0
2024-06-07,2,SURG,75.0,58.75,,1,1,6,0,0,8,0,0,2,6,40,46,14,1.017,0.45,46.0,46.0,9.0,14.0,18.0,16.0,0.525,0.6,185.0,97.0,1.0,1.0
2024-06-07,3,ED,84.05,56.25,0.0,3,0,8,1,0,9,0,3,7,5,30,34,62,1.042,1.1,34.0,34.0,17.0,20.0,34.0,34.0,1.567,1.667,170.0,205.0,1.0,1.0
2024-06-07,3,ICU,75.0,46.666666666666664,,1,1,4,0,0,6,0,0,2,4,20,23,6,1.054,0.2,20.0,23.0,0.0,12.0,7.0,2.0,0.2,0.55,44.0,246.0,1.0,1.0
2024-06-07,3,MED,75.0,60.875,,2,1,5,0,0,8,0,0,5,3,50,58,28,1.022,0.28,58.0,58.0,23.0,42.0,20.0,17.0,0.7,1.02,157.0,189.0,1.0,1.0
2024-06-07,3,SURG,75.0,49.875,,1,2,5,0,0,8,0,0,2,6,40,46,23,1.037,0.4,46.0,46.0,12.0,12.0,16.0,23.0,0.55,0.725,178.0,110.0,1.0,1.0
2024-06-07,4,ED,116.51944444444445,60.583333333333336,0.0,0,1,9,2,0,12,0,0,5,7,30,34,66,1.004,1.067,34.0,34.0,21.0,24.0,29.0,32.0,1.533,1.733,177.0,251.0,1.0,1.0
2024-06-07,4,ICU,75.0,52.5,,0,2,6,0,1,7,0,0,2,6,20,23,13,0.988,0.15,22.0,23.0,2.0,13.0,6.0,4.0,0.45,0.7,119.0,184.0,0.957,1.0
2024-06-07,4,MED,75.0,65.875,,3,0,4,1,0,7,1,0,6,2,50,58,24,1.005,0.36,58.0,58.0,16.0,32.0,17.0,15.0,0.62,0.78,177.0,219.0,1.0,1.0
2024-06-07,4,SURG,75.0,51.5,,3,0,4,1,0,7,1,0,3,5,40,40,9,1.014,0.475,46.0,46.0,9.0,7.0,19.0,19.0,0.55,0.525,169.0,86.0,1.0,1.0
2024-06-07,5,ED,62.541666666666664,56.833333333333336,0.0,2,1,7,2,0,11,0,1,3,9,30,34,42,0.937,1.067,34.0,34.0,21.0,24.0,31.0,32.0,1.6,1.733,224.0,222.0,1.0,1.0
2024-06-07,5,ICU,75.0,51.125,,2,2,4,0,0,8,0,0,4,4,20,23,9,0.994,0.2,23.0,23.0,8.0,4.0,9.0,9.0,0.7,0.5,200.0,148.0,1.0,1.0
2024-06-07,5,MED,75.0,62.75,,2,1,5,0,0,7,1,0,4,4,50,58,41,1.012,0.36,58.0,58.0,13.0,19.0,24.0,26.0,0.58,0.74,145.0,175.0,1.0,1.0
2024-06-07,5,SURG,75.0,54.375,,1,1,5,1,0,8,0,0,4,4,40,40,17,1.011,0.35,37.0,44.0,0.0,4.0,17.0,15.0,0.2,0.325,62.0,101.0,0.925,0.957
2024-06-08,1,ED,85.97500000000001,49.666666666666664,0.0,2,2,6,2,0,12,0,0,8,4,30,34,61,0.854,1.067,34.0,34.0,13.0,25.0,32.0,32.0,1.367,1.767,144.0,217.0,1.0,1.0
2024-06-08,1,ICU,75.0,57.0,,2,2,4,0,2,6,0,0,5,3,20,23,9,0.955,0.25,23.0,23.0,7.0,5.0,7.0,3.0,0.55,0.25,235.0,151.0,1.0,1.0
2024-06-08,1,MED,75.0,53.75,,0,0,8,0,0,8,0,0,3,5,50,58,27,0.961,0.34,56.0,58.0,6.0,9.0,27.0,20.0,0.5,0.42,175.0,154.0,0.966,1.0
2024-06-08,1,SURG,75.0,44.625,,1,2,5,0,0,8,0,0,5,3,40,40,14,0.919,0.4,42.0,41.0,2.0,1.0,23.0,18.0,0.475,0.325,94.0,135.0,0.913,0.891
2024-06-08,2,ED,45.57361111111111,60.916666666666664,0.0,2,1,9,0,0,10,0,2,8,4,30,34,53,0.907,1.0,34.0,34.0,24.0,19.0,30.0,33.0,1.667,1.6,253.0,235.0,1.0,1.0
2024-06-08,2,ICU,75.0,57.2,,0,3,2,0,0,5,0,0,3,2,20,23,5,0.915,0.1,23.0,23.0,9.0,4.0,8.0,7.0,0.7,0.4,203.0,83.0,1.0,1.0
2024-06-08,2,MED,75.0,47.5,,1,1,6,0,0,7,1,0,2,6,50,58,27,0.959,0.36,58.0,58.0,21.0,12.0,19.0,23.0,0.64,0.54,172.0,175.0,1.0,1.0
